Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
4645,CA-2017-142266,03-Jul-16,07-Jul-16,Standard Class,BN-44030,Sarah Lee,Home Office,United States,Los Angeles,New York,98358,East,TEC-PH-53100,Technology,Phones,Samsung Galaxy,610.56,1,0.3,100.2147
4646,CA-2016-154408,27-Mar-17,01-Apr-17,Same Day,BN-45468,Emily Davis,Home Office,United States,New York,Florida,94996,East,FUR-TA-79403,Furniture,Tables,Conference Table,314.33,3,0.2,34.0938
4647,CA-2016-172398,09-Jan-16,12-Jan-16,First Class,RA-56367,Emily Davis,Consumer,United States,New York,New York,99396,East,TEC-PH-32346,Technology,Phones,Samsung Galaxy,619.48,7,0.5,61.1069
4648,CA-2017-112015,22-Jul-16,24-Jul-16,Standard Class,SM-50647,David White,Corporate,United States,Los Angeles,New York,94081,Central,FUR-TA-28654,Furniture,Tables,Side Table,815.74,2,0.1,47.391
4649,CA-2017-182489,03-Dec-18,08-Dec-18,First Class,SM-20798,Jane Smith,Corporate,United States,Dallas,New York,99739,South,TEC-AC-21966,Technology,Accessories,Webcam,429.35,5,0.1,92.298
4650,CA-2017-167899,23-Mar-18,24-Mar-18,First Class,BN-81903,Jane Smith,Home Office,United States,Los Angeles,California,95457,East,FUR-CH-36323,Furniture,Chairs,Mesh Chair,687.52,2,0.3,111.765
4651,CA-2018-116284,07-May-16,13-May-16,Second Class,SM-13261,Sarah Lee,Consumer,United States,Miami,California,96492,Central,TEC-AC-47275,Technology,Accessories,Webcam,564.56,2,0.0,80.7621
4652,CA-2017-137925,16-Dec-16,19-Dec-16,First Class,SM-66667,Bradley Nguyen,Consumer,United States,Seattle,Washington,91960,South,FUR-CH-97376,Furniture,Chairs,Executive Chair,477.88,7,0.5,33.1403
4653,CA-2017-181979,23-Oct-17,28-Oct-17,First Class,SM-26930,Sarah Lee,Corporate,United States,Seattle,New York,95038,South,OFF-AR-75022,Office Supplies,Art,Sharpie Marker,850.81,3,0.5,96.8801
4654,CA-2017-130645,20-Apr-16,21-Apr-16,Second Class,SM-44597,Ruben Ausman,Home Office,United States,Miami,Texas,91435,East,TEC-PH-47323,Technology,Phones,iPhone 13,799.52,7,0.5,107.9382
4655,CA-2016-130641,17-May-18,21-May-18,Second Class,SM-46899,Jane Smith,Corporate,United States,Miami,California,94628,West,OFF-ST-63444,Office Supplies,Storage,Sauder Shelf,368.91,8,0.0,95.8807
4656,CA-2018-164509,19-Feb-18,26-Feb-18,First Class,SM-50315,David White,Home Office,United States,Los Angeles,Texas,95473,South,TEC-PH-10558,Technology,Phones,OnePlus 9,820.37,10,0.1,76.6526
4657,CA-2018-109175,26-May-16,30-May-16,Same Day,KT-27332,Bradley Nguyen,Consumer,United States,Miami,Texas,93913,East,FUR-BO-92437,Furniture,Bookcases,Wall Bookcase,18.37,8,0.1,3.4738
4658,CA-2018-116696,08-Mar-18,11-Mar-18,First Class,BN-73102,Ruben Ausman,Corporate,United States,Dallas,Florida,96673,West,FUR-TA-66785,Furniture,Tables,Conference Table,911.26,10,0.2,87.5841
4659,CA-2016-164412,18-Apr-16,25-Apr-16,Second Class,DL-27977,Jane Smith,Consumer,United States,Seattle,New York,98488,South,FUR-TA-83409,Furniture,Tables,Work Desk,87.18,2,0.3,6.5377
4660,CA-2018-197926,31-Oct-17,03-Nov-17,Same Day,BN-93801,Emily Davis,Corporate,United States,Miami,New York,97342,East,FUR-BO-75090,Furniture,Bookcases,Small Bookcase,782.0,9,0.3,107.0948
4661,CA-2017-130508,15-Jul-16,19-Jul-16,Standard Class,KT-33347,Emily Davis,Home Office,United States,Seattle,New York,98536,West,OFF-BI-16444,Office Supplies,Binders,Lever Arch File,286.85,10,0.0,33.7551
4662,CA-2016-117913,25-Aug-16,01-Sep-16,Standard Class,RA-40118,Jane Smith,Consumer,United States,Los Angeles,California,91388,East,OFF-SU-61228,Office Supplies,Supplies,Stapler,229.66,3,0.0,22.2606
4663,CA-2016-121588,12-Nov-16,17-Nov-16,First Class,SM-16892,Ruben Ausman,Consumer,United States,New York,California,90409,South,TEC-MA-32074,Technology,Machines,HP Printer,942.42,4,0.0,71.198
4664,CA-2017-166406,07-Apr-16,14-Apr-16,Same Day,RA-92255,Michael Chen,Home Office,United States,Miami,California,91415,Central,FUR-TA-94061,Furniture,Tables,Conference Table,104.92,3,0.1,18.0337
4665,CA-2016-117868,25-May-17,26-May-17,Second Class,BN-41450,Jane Smith,Consumer,United States,Seattle,Florida,97490,South,OFF-BI-50858,Office Supplies,Binders,D-Ring Binder,753.15,8,0.3,75.483
4666,CA-2016-167685,13-Dec-16,20-Dec-16,Second Class,KT-55611,Ruben Ausman,Home Office,United States,Dallas,California,92982,West,TEC-PH-42311,Technology,Phones,OnePlus 9,633.73,3,0.5,62.124
4667,CA-2018-105767,06-Apr-18,07-Apr-18,First Class,RA-88850,Michael Chen,Consumer,United States,Seattle,Texas,96379,East,OFF-ST-64450,Office Supplies,Storage,Eldon Base,799.12,2,0.2,75.3255
4668,CA-2018-111582,03-Apr-17,08-Apr-17,First Class,DL-85785,Michael Chen,Consumer,United States,Dallas,Washington,99971,West,FUR-TA-25414,Furniture,Tables,Side Table,213.23,9,0.2,34.6298
4669,CA-2017-162772,11-Jul-18,17-Jul-18,First Class,KT-41540,John Brown,Consumer,United States,Los Angeles,Texas,94654,East,FUR-CH-44909,Furniture,Chairs,Mesh Chair,686.38,1,0.0,130.4979
4670,CA-2016-126411,09-Aug-17,15-Aug-17,First Class,SM-75397,Emily Davis,Corporate,United States,Dallas,Washington,90236,South,FUR-TA-89068,Furniture,Tables,Side Table,187.8,8,0.3,14.8405
4671,CA-2016-151229,30-Mar-16,05-Apr-16,Second Class,DL-77131,John Brown,Home Office,United States,Seattle,New York,93958,East,TEC-AC-29142,Technology,Accessories,Mouse,104.33,4,0.3,6.8488
4672,CA-2018-183726,01-Aug-18,02-Aug-18,Second Class,BN-32521,John Brown,Home Office,United States,New York,New York,98031,East,FUR-TA-39116,Furniture,Tables,Work Desk,684.02,8,0.5,28.531
4673,CA-2018-181376,06-May-16,13-May-16,Standard Class,SM-94386,Ruben Ausman,Home Office,United States,Los Angeles,Florida,91528,South,TEC-AC-97192,Technology,Accessories,Mouse,879.43,7,0.1,235.8891
4674,CA-2018-131658,24-Jun-16,27-Jun-16,Same Day,KT-33858,Ruben Ausman,Consumer,United States,Miami,California,98219,Central,FUR-BO-69870,Furniture,Bookcases,5-Shelf Bookcase,260.82,1,0.1,60.506
4675,CA-2018-175533,12-Aug-18,17-Aug-18,First Class,BN-76969,David White,Consumer,United States,Miami,Florida,95157,Central,TEC-AC-17388,Technology,Accessories,Mouse,795.76,9,0.1,204.7997
4676,CA-2016-117941,08-Aug-16,09-Aug-16,Same Day,KT-45963,Bradley Nguyen,Consumer,United States,New York,Washington,99657,South,TEC-MA-77057,Technology,Machines,Canon Copier,222.04,3,0.1,33.9883
4677,CA-2018-159511,14-May-18,21-May-18,Standard Class,RA-92340,Michael Chen,Consumer,United States,New York,Texas,91096,South,OFF-SU-39707,Office Supplies,Supplies,Stapler,357.55,9,0.3,62.2528
4678,CA-2016-163113,04-Oct-16,07-Oct-16,First Class,BN-49508,David White,Consumer,United States,Los Angeles,Washington,97410,Central,OFF-ST-21119,Office Supplies,Storage,Sauder Shelf,62.58,5,0.0,3.7473
4679,CA-2016-176769,06-Dec-18,07-Dec-18,Standard Class,RA-20459,Michael Chen,Corporate,United States,Dallas,Florida,95213,West,OFF-ST-16255,Office Supplies,Storage,Sauder Shelf,703.47,5,0.1,51.0041
4680,CA-2017-122589,25-Sep-16,01-Oct-16,First Class,DL-60902,Bradley Nguyen,Consumer,United States,New York,Washington,92844,South,TEC-AC-28099,Technology,Accessories,Keyboard,15.36,7,0.2,2.1912
4681,CA-2016-168379,10-Apr-18,13-Apr-18,Standard Class,SM-33720,Ruben Ausman,Home Office,United States,Los Angeles,California,93261,West,TEC-AC-88943,Technology,Accessories,Keyboard,534.83,10,0.1,125.7737
4682,CA-2017-123369,25-Oct-16,28-Oct-16,Standard Class,DL-81387,Ruben Ausman,Consumer,United States,Miami,Texas,90333,West,FUR-BO-59558,Furniture,Bookcases,Small Bookcase,938.5,4,0.2,92.9535
4683,CA-2016-165999,29-Apr-16,03-May-16,First Class,RA-25179,Emily Davis,Home Office,United States,Dallas,California,94807,Central,FUR-CH-86373,Furniture,Chairs,Ergo Chair,397.7,1,0.5,40.0706
4684,CA-2017-187408,16-Jul-16,21-Jul-16,Standard Class,BN-83827,David White,Corporate,United States,Miami,Texas,92231,Central,TEC-AC-60704,Technology,Accessories,Webcam,865.33,3,0.3,169.7131
4685,CA-2017-108174,04-Nov-18,08-Nov-18,Second Class,KT-54395,Bradley Nguyen,Home Office,United States,Los Angeles,Florida,93779,South,FUR-TA-23926,Furniture,Tables,Conference Table,872.85,8,0.3,91.6943
4686,CA-2017-175402,29-Jun-18,01-Jul-18,Same Day,KT-12001,Emily Davis,Corporate,United States,Los Angeles,Texas,93534,West,FUR-BO-91044,Furniture,Bookcases,Wall Bookcase,531.55,2,0.1,34.9595
4687,CA-2016-113648,06-Jul-18,07-Jul-18,Same Day,KT-53906,Sarah Lee,Consumer,United States,New York,Florida,98147,West,OFF-AR-86729,Office Supplies,Art,Sharpie Marker,324.66,10,0.0,34.8118
4688,CA-2016-140365,22-Aug-17,29-Aug-17,Same Day,KT-72889,David White,Consumer,United States,Dallas,Texas,98290,East,FUR-BO-80306,Furniture,Bookcases,5-Shelf Bookcase,351.81,3,0.0,30.1769
4689,CA-2017-193330,19-Jan-17,22-Jan-17,First Class,DL-90899,Jane Smith,Consumer,United States,New York,Florida,99498,Central,OFF-AR-83516,Office Supplies,Art,Sharpie Marker,30.66,3,0.3,3.6668
4690,CA-2018-195039,08-Dec-16,12-Dec-16,First Class,BN-27760,Emily Davis,Home Office,United States,Dallas,Texas,94497,East,OFF-AR-92048,Office Supplies,Art,Newell 327,640.89,8,0.0,187.6093
4691,CA-2018-180496,07-Nov-18,09-Nov-18,Second Class,SM-84756,John Brown,Corporate,United States,Los Angeles,Washington,94205,East,TEC-PH-18405,Technology,Phones,iPhone 13,493.55,1,0.1,42.5079
4692,CA-2018-107674,17-Feb-18,20-Feb-18,Same Day,SM-24349,David White,Corporate,United States,Los Angeles,Washington,96873,East,OFF-SU-32370,Office Supplies,Supplies,Stapler,544.46,10,0.2,96.8388
4693,CA-2018-174057,06-Nov-18,11-Nov-18,Same Day,KT-77495,David White,Consumer,United States,New York,Florida,93078,South,FUR-CH-64892,Furniture,Chairs,Executive Chair,741.06,6,0.0,110.0735
4694,CA-2016-171692,25-Nov-18,29-Nov-18,Standard Class,RA-28446,David White,Consumer,United States,Dallas,California,91258,South,OFF-ST-76408,Office Supplies,Storage,Sauder Shelf,383.3,3,0.2,61.0212
4695,CA-2018-101369,18-Aug-18,25-Aug-18,Standard Class,RA-75241,Bradley Nguyen,Corporate,United States,Seattle,Washington,96403,West,TEC-MA-28542,Technology,Machines,Dell Scanner,542.77,5,0.5,68.947
4696,CA-2017-117770,15-Jul-16,22-Jul-16,Standard Class,DL-23044,Jane Smith,Consumer,United States,Los Angeles,Texas,93104,West,TEC-AC-74940,Technology,Accessories,Mouse,297.84,1,0.1,28.748
4697,CA-2016-152171,26-Jun-16,02-Jul-16,Second Class,RA-21485,Ruben Ausman,Corporate,United States,Los Angeles,California,92790,East,TEC-PH-70500,Technology,Phones,Samsung Galaxy,905.85,9,0.3,50.3097
4698,CA-2016-141692,27-Jun-18,01-Jul-18,Second Class,BN-79343,David White,Consumer,United States,Miami,Florida,96601,East,OFF-SU-96189,Office Supplies,Supplies,Stapler,159.9,10,0.5,4.5827
4699,CA-2018-113838,16-Nov-17,17-Nov-17,First Class,KT-43447,Emily Davis,Corporate,United States,Los Angeles,Texas,93228,South,OFF-PA-58088,Office Supplies,Paper,Note Pad,513.78,8,0.5,18.2357
4700,CA-2018-158694,02-Jun-16,03-Jun-16,Same Day,DL-57348,David White,Home Office,United States,New York,Washington,98414,West,FUR-BO-95717,Furniture,Bookcases,5-Shelf Bookcase,185.89,10,0.3,33.6524
4701,CA-2017-114533,30-Dec-18,05-Jan-19,First Class,SM-99502,Michael Chen,Consumer,United States,Miami,New York,92175,East,FUR-BO-65269,Furniture,Bookcases,Wall Bookcase,116.39,7,0.5,16.5133
4702,CA-2017-138967,09-Oct-17,10-Oct-17,Second Class,SM-86734,Emily Davis,Consumer,United States,Los Angeles,Texas,97895,Central,TEC-PH-47713,Technology,Phones,iPhone 13,335.09,8,0.2,28.3242
4703,CA-2018-180349,26-Mar-18,31-Mar-18,Second Class,RA-25187,Sarah Lee,Home Office,United States,Dallas,Texas,91566,West,FUR-CH-22217,Furniture,Chairs,Executive Chair,279.92,2,0.5,15.8166
4704,CA-2017-130851,08-Jan-16,13-Jan-16,Standard Class,RA-81387,David White,Home Office,United States,Miami,Texas,92207,South,FUR-CH-11212,Furniture,Chairs,Ergo Chair,57.65,1,0.2,3.7406
4705,CA-2016-195863,01-Apr-16,05-Apr-16,Same Day,SM-67454,Jane Smith,Corporate,United States,New York,Texas,95339,South,OFF-AR-29225,Office Supplies,Art,Newell 327,389.76,3,0.3,55.9708
4706,CA-2017-156740,19-May-18,26-May-18,First Class,DL-98914,Emily Davis,Consumer,United States,Seattle,California,95453,Central,OFF-SU-64861,Office Supplies,Supplies,Glue Stick,776.46,2,0.5,54.0653
4707,CA-2016-173473,15-Jun-17,22-Jun-17,Same Day,KT-47085,Jane Smith,Consumer,United States,Seattle,California,90633,South,FUR-BO-72539,Furniture,Bookcases,Small Bookcase,606.83,5,0.5,76.7184
4708,CA-2016-166354,07-Jan-17,11-Jan-17,Same Day,KT-61668,Emily Davis,Home Office,United States,Seattle,California,95103,South,OFF-BI-92826,Office Supplies,Binders,D-Ring Binder,255.81,6,0.1,51.282
4709,CA-2016-100484,16-Oct-16,21-Oct-16,Second Class,SM-34152,Bradley Nguyen,Corporate,United States,New York,New York,96602,West,OFF-BI-19058,Office Supplies,Binders,Lever Arch File,968.31,1,0.5,125.357
4710,CA-2017-127873,30-Jan-18,31-Jan-18,Second Class,DL-54579,Sarah Lee,Home Office,United States,Miami,Florida,91194,West,TEC-AC-97465,Technology,Accessories,Keyboard,284.34,2,0.2,36.1714
4711,CA-2018-193731,19-Jan-18,26-Jan-18,First Class,BN-56991,Michael Chen,Consumer,United States,New York,Texas,92992,South,FUR-CH-49273,Furniture,Chairs,Executive Chair,504.98,4,0.5,61.5257
4712,CA-2017-110129,11-Nov-16,13-Nov-16,First Class,SM-73045,Ruben Ausman,Corporate,United States,Los Angeles,California,93310,East,OFF-ST-65984,Office Supplies,Storage,Eldon Base,820.12,2,0.0,110.5691
4713,CA-2018-179136,25-Dec-18,31-Dec-18,First Class,BN-78361,Bradley Nguyen,Consumer,United States,Miami,New York,90173,West,FUR-CH-50157,Furniture,Chairs,Ergo Chair,770.19,8,0.5,97.6911
4714,CA-2017-131704,28-Sep-16,02-Oct-16,Second Class,DL-51805,Emily Davis,Consumer,United States,New York,California,90361,West,OFF-BI-63910,Office Supplies,Binders,D-Ring Binder,362.4,1,0.2,78.1647
4715,CA-2017-168876,29-Oct-17,03-Nov-17,First Class,KT-63707,Michael Chen,Corporate,United States,New York,Washington,96246,South,OFF-AR-92776,Office Supplies,Art,Sharpie Marker,212.28,9,0.0,16.4054
4716,CA-2018-142322,15-Nov-18,22-Nov-18,First Class,BN-64187,Ruben Ausman,Consumer,United States,New York,Texas,98933,South,OFF-PA-84461,Office Supplies,Paper,A4 Sheet Pack,510.43,2,0.1,64.73
4717,CA-2017-129472,19-Nov-16,23-Nov-16,First Class,RA-72137,Emily Davis,Corporate,United States,Los Angeles,Washington,99725,East,OFF-ST-43391,Office Supplies,Storage,Eldon Base,362.55,8,0.3,49.8181
4718,CA-2016-157321,15-Jun-16,21-Jun-16,Second Class,SM-20921,John Brown,Corporate,United States,Los Angeles,Washington,95060,South,OFF-SU-83562,Office Supplies,Supplies,Scissors,471.17,4,0.5,53.3223
4719,CA-2018-196201,15-Sep-17,22-Sep-17,Standard Class,BN-77369,Bradley Nguyen,Consumer,United States,Miami,New York,91923,South,FUR-CH-24153,Furniture,Chairs,Executive Chair,216.82,5,0.3,10.3442
4720,CA-2016-129397,15-May-16,19-May-16,Second Class,BN-42989,Michael Chen,Home Office,United States,Seattle,Texas,97078,West,FUR-BO-21099,Furniture,Bookcases,Wall Bookcase,930.46,10,0.3,123.0146
4721,CA-2017-137955,09-Jun-17,14-Jun-17,Second Class,BN-27652,Michael Chen,Consumer,United States,New York,Texas,93504,West,FUR-BO-80685,Furniture,Bookcases,Wall Bookcase,51.0,6,0.3,6.2725
4722,CA-2018-147178,22-May-17,23-May-17,Same Day,DL-31336,Ruben Ausman,Consumer,United States,New York,Florida,97264,Central,OFF-PA-67530,Office Supplies,Paper,Note Pad,390.32,5,0.2,32.4282
4723,CA-2017-135071,22-Apr-16,25-Apr-16,Second Class,KT-38830,Jane Smith,Home Office,United States,Miami,New York,91020,East,OFF-ST-31853,Office Supplies,Storage,Sauder Shelf,370.84,2,0.0,36.1381
4724,CA-2017-121205,02-Feb-17,04-Feb-17,Same Day,KT-90762,David White,Corporate,United States,New York,Texas,92829,South,TEC-AC-11418,Technology,Accessories,Webcam,138.08,10,0.3,18.6937
4725,CA-2018-100557,11-Feb-17,13-Feb-17,Same Day,BN-91241,David White,Home Office,United States,Seattle,California,94932,Central,TEC-MA-93031,Technology,Machines,HP Printer,910.24,1,0.3,101.8111
4726,CA-2018-167536,14-Sep-18,18-Sep-18,Standard Class,KT-67284,Michael Chen,Consumer,United States,New York,Texas,92288,East,TEC-PH-49372,Technology,Phones,OnePlus 9,461.99,6,0.1,77.4901
4727,CA-2018-175484,14-Nov-18,18-Nov-18,Same Day,SM-81560,David White,Consumer,United States,Los Angeles,Washington,93842,West,TEC-AC-79357,Technology,Accessories,Keyboard,883.33,10,0.3,111.4594
4728,CA-2018-125693,16-Oct-17,20-Oct-17,First Class,RA-64696,Jane Smith,Consumer,United States,Dallas,Florida,97615,West,FUR-BO-41787,Furniture,Bookcases,Small Bookcase,361.52,6,0.5,53.9276
4729,CA-2016-147163,11-Dec-16,15-Dec-16,First Class,DL-24100,Michael Chen,Home Office,United States,New York,Texas,96765,West,FUR-BO-44548,Furniture,Bookcases,5-Shelf Bookcase,436.92,10,0.0,120.5122
4730,CA-2017-179725,05-Oct-18,10-Oct-18,Second Class,KT-80210,Jane Smith,Corporate,United States,Los Angeles,Texas,92852,Central,TEC-PH-89464,Technology,Phones,Samsung Galaxy,967.8,6,0.1,232.2293
4731,CA-2017-192722,03-Oct-17,09-Oct-17,Second Class,DL-12834,David White,Corporate,United States,New York,Texas,93000,West,OFF-BI-94225,Office Supplies,Binders,D-Ring Binder,406.59,9,0.2,81.7434
4732,CA-2017-180238,13-Mar-16,14-Mar-16,First Class,BN-46585,Bradley Nguyen,Corporate,United States,Seattle,Washington,90206,South,OFF-PA-36726,Office Supplies,Paper,A4 Sheet Pack,681.24,9,0.0,121.0259
4733,CA-2017-111445,29-Jul-16,30-Jul-16,First Class,DL-51943,Michael Chen,Consumer,United States,Seattle,New York,94298,Central,FUR-CH-94751,Furniture,Chairs,Ergo Chair,671.15,9,0.2,73.5225
4734,CA-2017-110034,16-Dec-17,17-Dec-17,First Class,SM-84987,David White,Corporate,United States,Dallas,Florida,91581,West,OFF-ST-76497,Office Supplies,Storage,Sauder Shelf,7.52,1,0.2,0.4584
4735,CA-2017-188289,04-Sep-16,09-Sep-16,First Class,RA-31469,Michael Chen,Corporate,United States,Seattle,Florida,97578,West,FUR-TA-27953,Furniture,Tables,Work Desk,270.92,10,0.2,14.6113
4736,CA-2018-104596,10-Sep-18,14-Sep-18,First Class,SM-97219,Bradley Nguyen,Home Office,United States,Dallas,California,92738,South,FUR-BO-82932,Furniture,Bookcases,Small Bookcase,968.17,4,0.2,155.1744
4737,CA-2016-176586,01-Jul-18,03-Jul-18,First Class,DL-99015,Michael Chen,Corporate,United States,Dallas,New York,94606,South,OFF-ST-31833,Office Supplies,Storage,Eldon Base,140.79,2,0.3,14.5585
4738,CA-2017-178119,11-Oct-17,13-Oct-17,Same Day,BN-49527,Sarah Lee,Home Office,United States,Miami,Texas,98745,South,TEC-PH-16861,Technology,Phones,iPhone 13,714.82,10,0.5,77.9592
4739,CA-2016-117384,01-Jan-18,07-Jan-18,Same Day,KT-40655,Jane Smith,Corporate,United States,Dallas,Washington,95055,West,OFF-SU-32605,Office Supplies,Supplies,Stapler,780.08,7,0.1,152.485
4740,CA-2018-150337,13-Mar-16,19-Mar-16,Second Class,KT-56045,Sarah Lee,Corporate,United States,Los Angeles,Texas,98436,West,FUR-TA-92794,Furniture,Tables,Work Desk,166.18,5,0.1,23.5688
4741,CA-2016-142682,18-Dec-16,25-Dec-16,Same Day,DL-17909,John Brown,Consumer,United States,New York,New York,92576,South,TEC-AC-36066,Technology,Accessories,Mouse,574.43,5,0.3,22.0528
4742,CA-2016-100875,13-Jan-18,19-Jan-18,Second Class,KT-91963,Sarah Lee,Corporate,United States,Dallas,Florida,93903,East,OFF-PA-87189,Office Supplies,Paper,Note Pad,985.75,6,0.5,37.2221
4743,CA-2016-111748,18-Sep-16,22-Sep-16,Second Class,DL-55356,Jane Smith,Corporate,United States,Dallas,New York,97275,West,TEC-PH-24183,Technology,Phones,Samsung Galaxy,581.14,7,0.2,30.3978
4744,CA-2016-187816,05-Jan-16,12-Jan-16,First Class,SM-59385,John Brown,Consumer,United States,Seattle,Washington,94791,South,TEC-AC-97747,Technology,Accessories,Keyboard,725.3,2,0.3,81.3817
4745,CA-2016-194274,06-Dec-16,10-Dec-16,Second Class,RA-64335,John Brown,Corporate,United States,New York,Washington,96167,South,TEC-PH-39309,Technology,Phones,iPhone 13,86.4,2,0.2,6.0042
4746,CA-2017-147407,14-Jan-18,20-Jan-18,Same Day,BN-51779,Ruben Ausman,Corporate,United States,New York,Florida,94682,East,FUR-BO-87051,Furniture,Bookcases,Small Bookcase,550.11,10,0.2,115.9268
4747,CA-2018-127165,29-Sep-16,06-Oct-16,First Class,SM-98260,Jane Smith,Consumer,United States,Miami,Texas,91542,Central,OFF-PA-78578,Office Supplies,Paper,Recycled Paper,257.59,4,0.3,33.4415
4748,CA-2017-159630,08-May-17,11-May-17,Second Class,SM-71845,Jane Smith,Corporate,United States,Miami,New York,93988,West,TEC-AC-17066,Technology,Accessories,Mouse,409.56,10,0.2,73.8565
4749,CA-2017-152299,19-Sep-18,20-Sep-18,Standard Class,RA-38589,Michael Chen,Home Office,United States,Los Angeles,California,97916,South,TEC-AC-92565,Technology,Accessories,Mouse,232.61,6,0.2,53.6446
4750,CA-2016-174247,29-May-16,03-Jun-16,Second Class,BN-78622,Jane Smith,Home Office,United States,Dallas,California,93033,East,FUR-TA-77982,Furniture,Tables,Conference Table,820.68,7,0.5,95.7177
4751,CA-2018-102572,18-May-16,25-May-16,Same Day,KT-91867,Ruben Ausman,Corporate,United States,Los Angeles,Washington,93829,West,FUR-BO-85039,Furniture,Bookcases,Wall Bookcase,951.56,1,0.1,193.5767
4752,CA-2017-120465,20-Apr-18,21-Apr-18,Standard Class,SM-54011,Jane Smith,Home Office,United States,Miami,California,99062,West,TEC-PH-62625,Technology,Phones,iPhone 13,962.64,3,0.1,241.2325
4753,CA-2017-176738,08-Jan-18,10-Jan-18,First Class,RA-10758,Ruben Ausman,Home Office,United States,Los Angeles,Florida,98702,East,TEC-AC-95942,Technology,Accessories,Webcam,25.73,6,0.0,7.5059
4754,CA-2017-140544,03-Apr-17,05-Apr-17,Second Class,KT-89908,Sarah Lee,Consumer,United States,Los Angeles,California,93438,Central,FUR-BO-92955,Furniture,Bookcases,Small Bookcase,826.58,5,0.0,160.8958
4755,CA-2018-119708,13-Apr-18,17-Apr-18,Second Class,RA-84798,Bradley Nguyen,Home Office,United States,Seattle,New York,92746,South,TEC-PH-89438,Technology,Phones,OnePlus 9,143.43,2,0.0,32.5753
4756,CA-2018-184910,06-Jul-17,11-Jul-17,Second Class,DL-71518,Michael Chen,Corporate,United States,Dallas,California,91723,East,OFF-BI-80564,Office Supplies,Binders,Lever Arch File,916.76,1,0.3,100.3216
4757,CA-2018-132368,04-Nov-16,09-Nov-16,First Class,BN-20225,Jane Smith,Corporate,United States,Miami,Washington,96428,South,OFF-ST-54429,Office Supplies,Storage,Sauder Shelf,70.52,10,0.3,4.0442
4758,CA-2017-126055,16-Apr-16,17-Apr-16,First Class,RA-98098,Michael Chen,Home Office,United States,New York,Washington,95953,South,OFF-BI-87096,Office Supplies,Binders,Lever Arch File,130.67,5,0.5,16.5734
4759,CA-2016-120716,15-Feb-16,21-Feb-16,First Class,SM-36332,Jane Smith,Home Office,United States,Dallas,Texas,90441,East,TEC-AC-22349,Technology,Accessories,Webcam,580.11,3,0.1,107.5804
4760,CA-2016-133740,17-May-18,24-May-18,Same Day,BN-14520,Emily Davis,Corporate,United States,Dallas,New York,99287,West,OFF-BI-57257,Office Supplies,Binders,Lever Arch File,546.52,3,0.1,107.3468
4761,CA-2016-102449,04-Jul-16,07-Jul-16,First Class,BN-70989,Michael Chen,Corporate,United States,Seattle,California,96161,Central,FUR-TA-23606,Furniture,Tables,Side Table,823.8,6,0.5,32.0787
4762,CA-2018-198048,15-Jul-17,22-Jul-17,Same Day,SM-51527,Ruben Ausman,Home Office,United States,Dallas,Washington,97992,South,FUR-BO-25221,Furniture,Bookcases,Small Bookcase,670.56,6,0.5,41.3545
4763,CA-2016-190538,15-May-18,17-May-18,Standard Class,BN-77384,Jane Smith,Home Office,United States,Miami,Texas,96990,West,TEC-MA-89087,Technology,Machines,Canon Copier,236.98,2,0.1,33.7899
4764,CA-2017-195264,30-Mar-17,31-Mar-17,First Class,RA-49171,David White,Corporate,United States,Seattle,Florida,97837,West,TEC-PH-95422,Technology,Phones,iPhone 13,630.88,3,0.1,121.5649
4765,CA-2016-135792,09-Nov-16,15-Nov-16,Standard Class,RA-36726,Ruben Ausman,Corporate,United States,Seattle,California,96168,Central,OFF-SU-33361,Office Supplies,Supplies,Scissors,47.48,4,0.1,2.5857
4766,CA-2018-173649,07-Nov-16,09-Nov-16,Same Day,RA-12654,Emily Davis,Corporate,United States,Seattle,California,90388,East,OFF-SU-18330,Office Supplies,Supplies,Glue Stick,552.73,1,0.2,76.062
4767,CA-2017-142578,18-May-17,19-May-17,Second Class,DL-34100,David White,Consumer,United States,New York,New York,92130,West,FUR-TA-43298,Furniture,Tables,Conference Table,784.52,4,0.5,111.767
4768,CA-2017-165479,25-Mar-18,28-Mar-18,Standard Class,BN-92839,Sarah Lee,Consumer,United States,Dallas,New York,97136,South,OFF-ST-45785,Office Supplies,Storage,IKEA Box,435.33,9,0.1,89.8058
4769,CA-2018-162247,13-Dec-16,20-Dec-16,Standard Class,KT-85387,Sarah Lee,Home Office,United States,Seattle,California,96648,West,TEC-MA-94032,Technology,Machines,Canon Copier,515.92,1,0.3,65.916
4770,CA-2016-126730,10-Jul-16,14-Jul-16,First Class,DL-18894,David White,Corporate,United States,Miami,Washington,92092,West,OFF-SU-25873,Office Supplies,Supplies,Stapler,840.48,9,0.5,77.4095
4771,CA-2018-157625,14-Sep-17,19-Sep-17,First Class,SM-91854,Michael Chen,Home Office,United States,New York,California,97488,East,TEC-AC-72554,Technology,Accessories,Keyboard,287.53,6,0.5,17.7278
4772,CA-2016-192225,07-May-17,12-May-17,First Class,RA-14854,Sarah Lee,Corporate,United States,New York,Texas,99394,Central,TEC-PH-31918,Technology,Phones,OnePlus 9,566.98,8,0.0,45.8418
